id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.version.deposit,ethz.version.edition
"111475","20.500.11850/3","Bachofen, Christoph||Wohlgemuth, Thomas||Ghazoul, Jaboury||Moser, Barbara",,,"2017-06-11T23:37:53Z","2017-06-11T23:37:53Z","2016-06",,,,,,"0269-8463||1365-2435",,"10.1111/1365-2435.12581","http://hdl.handle.net/20.500.11850/111508","en","Wiley-Blackwell",,,"Central Alps||Cold hardiness||Common garden||Mediterranean||Pinus halepensis||Pinus nigra||Pinus sylvestris||Range shift","Cold temperature extremes during spring do not limit the range shift of Mediterranean pines into regions with intermittent frost","Journal Article","Metadata only",,,"2017-06-11T23:38:24Z",,,,"pub:172935",,"yes",,,,,,,,,,"imp593654068a7dc91999",,"84973442672",,"000379979800003","Funct. Ecol.","6","Functional Ecology","30","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03648||03723","03648||03723","Published online 3 November 2015.","865","856","Oxford","published",,,,,,"true","2017-07-13T06:48:25Z","2023-02-06T13:14:01Z","true",,"ECIT",,
"117626","20.500.11850/3","Akca, Devrim||Seybold, Hansjörg",,,"2017-06-12T07:58:17Z","2017-06-12T07:58:17Z","2016-06",,,,,,"0031-868X||1477-9730",,"10.1111/phor.12149","http://hdl.handle.net/20.500.11850/117659","en","Wiley-Blackwell",,,,"Monitoring of a Laboratory-Scale Inland-Delta Formation using a Structured-Light System","Journal Article","Metadata only",,,"2017-06-12T08:02:40Z",,,,"pub:179576",,"yes",,,,,,,,,,"imp5936547d5ad5769450",,"84975311585",,"000379368400002",,"154","Photogrammetric Record","31","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Published online 17 June 2016.","142","121","London","published",,,,,,"true","2017-07-12T22:00:44Z","2018-11-02T23:31:14Z","true",,"ECIT",,
"244383","20.500.11850/3","Leland, Caroline||Hom, John||Skowronski, Nicholas||Ledig, F. Thomas||Krusic, Paul J.||Cook, Edward R.||Martin-Benito, Dario||Martin-Fernandez, Javier||Pederson, Neil",,,"2018-07-19T12:09:47Z","2017-06-12T06:45:48Z||2018-07-19T12:09:47Z","2016-05-16",,"Provenance studies are an increasingly important analog for understanding how trees adapted to particular climatic conditions might respond to climate change. Dendrochronological analysis can illuminate differences among trees from different seed sources in terms of absolute annual growth and sensitivity to external growth factors. We analyzed annual radial growth of 567 36-year-old pitch pine (Pinus rigida Mill.) trees from 27 seed sources to evaluate their performance in a New Jersey Pine Barrens provenance experiment. Unexpectedly, missing rings were prevalent in most trees, and some years—1992, 1999, and 2006—had a particularly high frequency of missing rings across the plantation. Trees from local seed sources (<55 km away from the plantation) had a significantly smaller percentage of missing rings from 1980–2009 (mean: 5.0%), relative to northernmost and southernmost sources (mean: 9.3% and 7.9%, respectively). Some years with a high frequency of missing rings coincide with outbreaks of defoliating insects or dry growing season conditions. The propensity for missing rings synchronized annual variations in growth across all trees and might have complicated the detection of potential differences in interannual variability among seed sources. Average ring width was significantly larger in seed sources from both the southernmost and warmest origins compared to the northernmost and coldest seed sources in most years. Local seed sources had the highest average radial growth. Adaptation to local environmental conditions and disturbances might have influenced the higher growth rate found in local seed sources. These findings underscore the need to understand the integrative impact of multiple environmental drivers, such as disturbance agents and climate change, on tree growth, forest dynamics, and the carbon cycle.","application/pdf","10.3929/ethz-b-000116920",,"1932-6203",,"10.1371/journal.pone.0154730","http://hdl.handle.net/20.500.11850/116920","en","Public Library of Science","CC0 1.0 Universal","http://creativecommons.org/publicdomain/zero/1.0/",,"Missing rings, synchronous growth, and ecological disturbance in a 36-year pitch pine (pinus rigida) provenance study","Journal Article","Open access",,,"2017-06-12T06:51:34Z",,,,"pub:178811",,"yes",,,,,,,,,,"imp5936546f1031383561","006206116","84969160189",,"000376279500012","PLoS ONE","5","PLoS ONE","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,,"e0154730","San Francisco, CA","published",,,,,,,"2017-07-15T15:30:40Z","2021-02-15T00:44:30Z","true","17 p.","ECIT","publishedVersion",
"113104","20.500.11850/3","Mina, Marco||Martin-Benito, Dario||Bugmann, Harald||Cailleret, Maxime",,,"2017-06-12T01:04:31Z","2017-06-12T01:04:31Z","2016-05",,,,,,"0168-1923||1873-2240",,"10.1016/j.agrformet.2016.02.005","http://hdl.handle.net/20.500.11850/113137","en","Elsevier",,,"Drought||Tree growth||Scots pine||Forward modeling||Tree-ring width||Dynamic vegetation model","Forward modeling of tree-ring width improves simulation of forest growth responses to drought","Journal Article","Metadata only",,,"2017-06-12T01:05:36Z",,,,"pub:174802",,"yes",,,,,,,,,,"imp5936542165d9527407","000024639","84957889434",,"000374074200002","Agric. for. meteorol.",,"Agricultural and Forest Meteorology","221","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,"33","13","Amsterdam","published",,,,,,,"2017-07-19T11:36:21Z","2020-02-14T16:29:24Z","true",,"ECIT",,
"117082","20.500.11850/3","Wolf, Sebastian||Keenan, Trevor F.||Fisher, Joshua B.||Baldocchi, Dennis D.||Desai, Ankur R.||Richardson, Andrew D.||Scott, Russell L.||Law, Beverly E.||Litvak, Marcy E.||Brunsell, Nathaniel A.||Peters, Wouter||Laan-Luijkx, Ingrid T. van der",,,"2017-06-12T07:02:06Z","2017-06-12T07:02:06Z","2016-05",,,,,,"0027-8424||1091-6490",,"10.1073/pnas.1519620113","http://hdl.handle.net/20.500.11850/117115","en","National Academy of Sciences",,,"Seasonal climate anomalies||Carbon uptake||Ecosystem fluxes||Biosphere-atmosphere feedbacks||Eddy covariance","Warm Spring Reduced Carbon Cycle Impact of the 2012 US Summer Drought","Journal Article","Metadata only",,,"2017-06-12T07:02:10Z",,,,"pub:179013",,"yes",,,,,,,,,,"imp593654728ec5050098","001003347","84969902717",,"000376779900048","Proc Natl Acad Sci U S A","21","Proceedings of the National Academy of Sciences of the United States of America","113","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","03798||03648","03798||03648",,"5885","5880","Washington, DC","published",,,,,,,"2017-07-13T05:59:59Z","2022-03-28T14:57:39Z","true",,"ECIT",,
"252193","20.500.11850/3","Leprieur, Fabien||Descombes, Patrice||Gaboriau, Théo||Cowman, Peter F.||Parravicini, Valeriano||Kulbicki, Michel||Melián, Carlos J.||De Santana, Charles N.||Heine, Christian||Mouillot, David||Bellwood, David R.||Pellissier, Loïc",,,"2018-09-07T12:50:49Z","2017-06-12T06:03:58Z||2018-09-07T12:50:49Z","2016-05","2016-05-06","The Cretaceous breakup of Gondwana strongly modified the global distribution of shallow tropical seas reshaping the geographic configuration of marine basins. However, the links between tropical reef availability, plate tectonic processes and marine biodiversity distribution patterns are still unknown. Here, we show that a spatial diversification model constrained by absolute plate motions for the past 140 million years predicts the emergence and movement of diversity hotspots on tropical reefs. The spatial dynamics of tropical reefs explains marine fauna diversification in the Tethyan Ocean during the Cretaceous and early Cenozoic, and identifies an eastward movement of ancestral marine lineages towards the Indo-Australian Archipelago in the Miocene. A mechanistic model based only on habitat-driven diversification and dispersal yields realistic predictions of current biodiversity patterns for both corals and fishes. As in terrestrial systems, we demonstrate that plate tectonics played a major role in driving tropical marine shallow reef biodiversity dynamics.","application/pdf","10.3929/ethz-b-000116503",,"2041-1723",,"10.1038/ncomms11461","http://hdl.handle.net/20.500.11850/116503","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Plate tectonics drive tropical reef biodiversity dynamics","Journal Article","Open access",,,"2017-06-12T06:05:21Z",,,,"pub:178375",,"yes",,,,,,,,,,"imp593654667d7e521242","007044158","84966770670",,"000375493300001","Nat Commun",,"Nature Communications","7","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553","09553",,,"11461","London","published",,,,,,,"2017-07-15T20:24:40Z","2023-02-06T15:51:34Z","true","8 p.","ECIT","publishedVersion",
"113539","20.500.11850/8","Le Page, Christophe||Dray, Anne||Perez, Pascal||García, Claude",,,"2017-06-12T01:46:17Z","2017-06-12T01:46:17Z","2016-04",,,,,,"1046-8781||1552-826X",,"10.1177/1046878116632900","http://hdl.handle.net/20.500.11850/113572","en","Sage",,,,"Exploring How Knowledge and Communication Influence Natural Resources Management With REHAB","Conference Paper","Metadata only",,,"2017-06-12T01:51:36Z",,,,"pub:175268",,"yes","45th ISAGA Conference","July 7-11, 2014","Dornbirn, Austria",,,,,,,"imp5936542a5b94c72097","000606800","84962903675",,,,"2","Simulation & Gaming","47","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","08697","08697","Published online 26 February 2016.","284","257","Newbury Park, CA","published",,,,,,,"2017-07-26T19:25:38Z","2018-11-02T22:33:57Z","true",,"ECIT",,
"124714","20.500.11850/21","Lüscher, Peter||Frehner, Monika||Carraro, Gabriele||Rutishauser, Urs",,,"2017-06-12T17:46:08Z","2017-06-12T17:46:08Z","2016-04",,,,,,,,,"http://hdl.handle.net/20.500.11850/124747","de","Fachstelle für Gebirgswaldpflege",,,,"Zuordung und Darstellung der Bodenprofile der WSL-Bodendatenbank für die NaiS-Standortseinheiten","Report","Metadata only",,,"2017-06-12T17:46:52Z",,,,"pub:187281",,"yes",,,,,,,,,,"imp59365503abfe793916",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems",,"02722",,,,,"Maienfeld","published",,,,,,,"2017-07-12T14:25:13Z","2018-11-03T01:09:19Z","true","43 S.","ECIT",,
"112688","20.500.11850/3","Trasobares, Antoni||Zingg, Andreas||Walthert, Lorenz||Bigler, Christof",,,"2017-06-12T00:28:00Z","2017-06-12T00:28:00Z","2016-04",,,,,,"1612-4677||1612-4669",,"10.1007/s10342-015-0934-7","http://hdl.handle.net/20.500.11850/112721","en","Springer",,,"Climate change||Soil water holding capacity||Forest site evaluation||Mixed models||Simulation||Optimization","A climate-sensitive empirical growth and yield model for forest management planning of even-aged beech stands","Journal Article","Metadata only",,,"2017-06-12T00:29:55Z",,,,"pub:174314",,"yes",,,,,,,,,,"imp5936541912ba027146","004717551","84954444549",,"000377819200005","Eur J Forest Res","2","European Journal of Forest Research","135","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535","Published online 16 January 2016.","282","263","Heidelberg","published",,,,,,,"2017-07-31T15:26:56Z","2022-03-28T14:40:01Z","true",,"ECIT",,
"107840","20.500.11850/3","Dalongeville, Alicia||Andrello, Marco||Mouillot, David||Albouy, Camille||Manel, Stéphanie",,,"2017-06-11T21:38:52Z","2017-06-11T21:38:52Z","2016-04",,,,,,"0305-0270||1365-2699",,"10.1111/jbi.12669","http://hdl.handle.net/20.500.11850/107873","en","Wiley-Blackwell",,,"Ecological traits||Genetic diversity||Marine ﬁshes||Mediterranean Sea||Microsatellites DNA||Molecular markers||Population genetics","Ecological traits shape genetic diversity patterns across the Mediterranean Sea: a quantitative review on fishes","Journal Article","Metadata only",,,"2017-06-11T21:39:25Z",,,,"pub:168630",,"no",,,,,,,,,,"imp593653c410dfb38076",,,,,"J. biogeogr.","4","Journal of Biogeography","43","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553","09553","Published online 17 November 2015.","857","845","Oxford","published",,,,,,"true","2017-07-15T16:31:47Z","2023-02-06T13:08:03Z","true",,"ECIT",,
